"id_vente","date_vente","magasin_code","magasin_nom","categorie_produit","produit_nom","mode_paiement","quantite","prix_unitaire","cout_unitaire","remise_pct","client_type","vendeur_id"
1061,"4 novembre 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Momo",6,"5.35","2.80",0,"","V019"
1062,"6 juillet 2024","GOM","Kawa Market – Gombe","EPICERIE","Haricots 1kg","Momo",7,"5.48","4.04",0,"Particulier","V008"
1063,"08/04/2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Momo",10,"0.63","0.48",0,"","V010"
1064,"30/03/2024","MAS","Kawa Market – Masina","EPICERIE","Huile végétale 1L","CASH",9,"6.40","4.04",0,"","V032"
1065,"2024-09-25","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Cash",5,"2.74","1.37",10,"","V013"
1066,"27/09/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","cash",6,"6.46","3.47",0,"","V029"
1067,"16 octobre 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","mobile money",3,"7.74","5.53",5,"","V038"
1068,"2024-11-16","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Carte",9,"2.75","2.00",NULL,"","V006"
1069,"15 juillet 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","mobile money",2,"0.94","0.69",0,"Corporate","V012"
1070,"2024-04-24","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","carte",1,"1.46","1.04",10,"","V010"
1071,"16 janvier 2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","mobile money",12,"0.84","0.57",0,"","V016"
1072,"2024-01-09","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","Carte bancaire",3,"9.22","6.18",5,"","V002"
1073,"2 juillet 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Boisson énergisante 33cl","Carte",2,"1.68","1.03",5,"","V027"
1074,"06/08/2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","cash",6,"1.93","1.53",0,"","V013"
1075,"8 juin 2024","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Cash",8,"2.38","1.19",NULL,"","V039"
1076,"17 juillet 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café Arabica 250g","Carte bancaire",10,"5.34","4.22",0,"Particulier","V005"
1077,"18 novembre 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","CASH",7,"2.43","1.84",10,"Corporate","V038"
1078,"07/07/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","CASH",8,"5.54","3.24",0,"Particulier","V029"
1079,"7 mars 2024","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Carte bancaire",12,"8.98","6.44",5,"","V004"
1080,"14/05/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Carte",2,"3.90","2.18",5,"Corporate","V006"
1081,"28/03/2024","MAS","Kawa Market – Masina","FRAIS","Yaourt 125g","mobile money",2,"1.61","1.84",0,"Particulier","V006"
1082,"19 septembre 2024","MAS","Kawa Market – Masina","BOISSONS","Boisson énergisante 33cl","mobile money",10,"1.96","1.20",0,"Corporate","V029"
1083,"26 janvier 2024","LIM","Kawa Market – Limete","HYGIENE","Dentifrice 100ml","Cash",7,"1.53","0.78",0,"","V018"
1084,"2024-02-22","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","CASH",12,"3.27","2.29",0,"Corporate","V005"
1085,"28 octobre 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","mobile money",7,"4.69","3.11",NULL,"","V039"
1086,"03/10/2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","carte",6,"1.93","1.16",10,"","V002"
1087,"25 juillet 2024","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","Carte bancaire",7,"2.64","3.47",5,"Corporate","V001"
1088,"02/04/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","Carte bancaire",2,"9.94","6.99",NULL,"","V001"
1089,"2024-05-15","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","carte",3,"0.61","0.41",0,"","V030"
1090,"2024-12-15","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","carte",5,"2.44","1.86",0,"Corporate","V003"
1091,"27 avril 2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","carte",12,"1.05","0.83",NULL,"Corporate","V020"
1092,"18/11/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","Momo",11,"6.18","3.94",0,"","V006"
1093,"2024-07-18","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Cash",10,"2.08","1.28",0,"Particulier","V030"
1094,"15 novembre 2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Carte bancaire",3,"1.62","1.09",5,"Particulier","V035"
1095,"16/11/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","cash",6,"7.02","4.33",NULL,"","V030"
1096,"04/10/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","Momo",3,"9.47","5.85",10,"","V013"
1097,"6 mai 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","Mobile Money",4,"1.87","1.44",10,"Particulier","V022"
1098,"5 avril 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","CASH",7,"0.92","0.62",5,"Corporate","V015"
1099,"15/09/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Momo",1,"2.88","1.86",0,"","V036"
1100,"2024-05-27","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","mobile money",10,"4.48","3.15",10,"Particulier","V008"
1101,"2024-12-26","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Cash",6,"0.82","0.49",0,"","V030"
1102,"2024-03-29","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","mobile money",9,"0.65","0.48",5,"","V003"
1103,"25/11/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café Arabica 250g","Mobile Money",8,"5.53","3.64",0,"","V036"
1104,"2024-05-19","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Mobile Money",3,"1.90","1.27",5,"","V004"
1105,"18 août 2024","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Cash",8,"7.65","5.00",NULL,"","V035"
1106,"11 juin 2024","KIN","Kawa Market – Kintambo","EPICERIE","Haricots 1kg","",5,"9.66","7.47",0,"","V022"
1107,"2024-03-20","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","",4,"0.68","0.39",NULL,"Particulier","V021"
1108,"18 janvier 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","carte",3,"2.20","1.29",0,"","V025"
1109,"19/12/2024","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","mobile money",5,"2.07","1.13",0,"Corporate","V024"
1110,"27/05/2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","cash",9,"3.33","1.77",0,"Corporate","V005"
1111,"2024-11-16","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café Arabica 250g","mobile money",1,"7.54","4.95",5,"","V032"
1112,"2024-03-25","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","cash",8,"1.12","0.62",0,"","V030"
1113,"04/09/2024","MAT","Kawa Market – Matete","BOISSONS","Eau 1,5L","Mobile Money",10,"0.64","0.48",NULL,"","V025"
1114,"08/10/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","Carte",3,"0.56","0.40",0,"","V014"
1115,"2024-01-15","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","carte",10,"0.82","0.51",0,"Particulier","V028"
1116,"30 avril 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","CASH",11,"1.05","0.83",10,"Corporate","V021"
1117,"2024-11-26","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Cash",7,"1.22","0.95",10,"","V017"
1118,"29/02/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Mobile Money",3,"2.50","1.58",0,"Particulier","V022"
1119,"11 septembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","Carte",3,"1.37","0.91",10,"Corporate","V009"
1120,"2024-07-05","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Carte bancaire",3,"0.59","0.30",10,"","V039"
1121,"2024-10-18","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","carte",12,"2.26","1.38",10,"","V012"
1122,"21/01/2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","CASH",11,"2.66","1.79",10,"","V008"
1123,"19/10/2024","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","carte",12,"1.02","0.52",0,"Corporate","V031"
1124,"10/04/2024","KIN","Kawa Market – Kintambo","FRAIS","Lait frais 1L","Cash",11,"1.94","1.02",0,"Corporate","V026"
1125,"1 mars 2024","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","mobile money",3,"0.54","0.37",NULL,"Particulier","V008"
1126,"2 mars 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","cash",6,"6.65","5.17",5,"Corporate","V013"
1127,"2024-04-08","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Carte bancaire",11,"3.43","2.38",NULL,"","V034"
1128,"25/05/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","carte",3,"2.80","2.12",10,"","V009"
1129,"29/10/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","Carte",2,"8.48","6.11",0,"Corporate","V037"
1130,"09/01/2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","CASH",4,"1.50","0.91",0,"","V025"
1131,"8 février 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Mobile Money",7,"4.49","3.07",5,"Corporate","V036"
1132,"2024-02-13","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Mobile Money",3,"0.94","0.55",NULL,"Particulier","V022"
1133,"19 novembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Jus naturel 1L","Cash",1,"0.69","0.47",5,"","V037"
1134,"6 juin 2024","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","carte",6,"4.98","3.13",0,"Corporate","V017"
1135,"10/08/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","cash",2,"4.15","2.11",NULL,"","V036"
1136,"07/09/2024","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Carte bancaire",9,"0.84","0.60",0,"","V007"
1137,"26/12/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","Carte bancaire",7,"5.81","3.33",5,"Corporate","V022"
1138,"2024-09-28","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Mobile Money",2,"7.63","3.87",10,"","V012"
1139,"2024-12-26","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","Cash",2,"6.49","3.89",NULL,"Corporate","V039"
1140,"2024-05-10","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","CASH",10,"0.57","0.33",0,"","V002"
1141,"2024-06-08","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Cash",1,"2.06","1.33",5,"Particulier","V017"
1142,"09/10/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","carte",12,"1.44","0.72",0,"Particulier","V021"
1143,"2024-10-28","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","mobile money",9,"3.96","2.74",NULL,"Particulier","V013"
1144,"4 novembre 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Momo",2,"3.19","2.06",0,"","V031"
1145,"11/08/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","carte",2,"2.99","1.90",0,"Particulier","V017"
1146,"14/01/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",2,"4.36","2.25",0,"Particulier","V017"
1147,"12/02/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Cash",2,"2.94","2.32",NULL,"","V033"
1148,"2024-07-23","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","Cash",8,"3.81","2.91",10,"Corporate","V037"
1149,"03/10/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","Carte bancaire",7,"5.90","3.79",0,"Corporate","V013"
1150,"27 novembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","carte",5,"1.69","1.15",5,"Corporate","V030"
1151,"1 septembre 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","cash",6,"4.92","2.63",0,"","V008"
1152,"2024-03-31","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","mobile money",7,"1.39","1.02",5,"","V012"
1153,"2024-11-23","KIN","Kawa Market – Kintambo","FRAIS","Lait frais 1L","Carte bancaire",12,"1.09","0.75",0,"","V029"
1154,"22/06/2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","mobile money",4,"1.74","1.08",10,"Corporate","V001"
1155,"2024-09-30","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Carte bancaire",7,"0.84","0.49",5,"Corporate","V034"
1156,"02/02/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","cash",12,"4.99","3.48",10,"Corporate","V014"
1157,"2024-01-01","LIM","Kawa Market – Limete","BOISSONS","Eau 1,5L","Momo",9,"1.27","0.79",NULL,"Particulier","V011"
1158,"14/05/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",1,"7.49","5.31",0,"Particulier","V037"
1159,"3 février 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","carte",10,"2.38","1.64",10,"Particulier","V026"
1160,"2024-05-18","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","mobile money",3,"7.68","5.28",0,"","V040"
1161,"2024-10-24","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Momo",9,"1.83","1.09",0,"","V022"
1162,"4 mars 2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","cash",8,"2.99","1.72",5,"Particulier","V023"
1163,"26 avril 2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","CASH",6,"1.37","1.09",NULL,"Corporate","V007"
1164,"05/09/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","CASH",9,"7.89","4.54",0,"","V025"
1165,"12 octobre 2024","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Mobile Money",6,"2.45","1.42",0,"","V021"
1166,"15 janvier 2024","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Cash",9,"8.44","4.29",0,"Corporate","V024"
1167,"20/11/2024","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Cash",7,"7.06","4.81",0,"Corporate","V004"
1168,"01/03/2024","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","Momo",8,"7.55","4.85",5,"Corporate","V021"
1169,"29/12/2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","carte",11,"5.11","2.65",10,"Particulier","V007"
1170,"13/10/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","carte",6,"5.78","4.25",0,"","V029"
1171,"2024-11-22","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","Cash",4,"1.29","0.73",5,"","V015"
1172,"29/09/2024","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","Carte bancaire",6,"3.94","3.09",0,"","V009"
1173,"2024-05-09","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café Arabica 250g","Carte",5,"5.22","3.19",NULL,"","V022"
1174,"12/03/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","mobile money",10,"2.41","1.73",5,"Particulier","V029"
1175,"30 mai 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Mobile Money",1,"0.98","0.73",10,"","V011"
1176,"04/10/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","Cash",5,"1.65","1.14",0,"","V039"
1177,"2024-03-15","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","CASH",1,"0.55","0.43",NULL,"Particulier","V033"
1178,"20/09/2024","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Momo",5,"9.33","7.34",0,"","V028"
1179,"18/12/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","CASH",12,"3.24","1.72",NULL,"","V016"
1180,"19 septembre 2024","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","mobile money",10,"2.53","2.02",10,"Corporate","V039"
1181,"2024-03-09","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","Carte bancaire",5,"5.01","2.56",0,"","V017"
1182,"25 avril 2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","cash",2,"0.73","0.39",NULL,"","V002"
1183,"29 mars 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","Cash",2,"4.18","2.24",0,"Corporate","V012"
1184,"2024-08-10","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","carte",10,"6.69","4.47",NULL,"","V025"
1185,"15/07/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","Carte",6,"6.60","4.57",0,"Particulier","V031"
1186,"11/03/2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Carte",11,"8.32","4.25",0,"Particulier","V030"
1187,"2024-05-22","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","",6,"0.57","0.40",5,"","V025"
1188,"2024-07-08","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Carte bancaire",5,"0.50","0.32",0,"Particulier","V026"
1189,"28/08/2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","mobile money",4,"2.00","1.33",0,"Corporate","V025"
1190,"2024-11-06","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Carte",9,"2.44","1.88",10,"Particulier","V031"
1191,"2024-02-07","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","CASH",8,"8.75","5.87",5,"Particulier","V039"
1192,"2024-12-25","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Mobile Money",5,"2.94","1.96",0,"","V009"
1193,"2024-03-01","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Carte bancaire",11,"2.34","1.51",5,"Corporate","V005"
1194,"23/05/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","CASH",5,"0.94","0.51",5,"","V033"
1195,"15 mai 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","",9,"4.77","2.81",5,"Particulier","V021"
1196,"2024-03-05","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","Carte bancaire",2,"6.53","3.70",NULL,"","V027"
1197,"2024-05-22","LIM","Kawa Market – Limete","HYGIENE","Savon de toilette","carte",6,"3.61","2.76",0,"Particulier","V004"
1198,"03/04/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Sucre 1kg","Cash",3,"9.95","5.19",10,"","V001"
1199,"23/12/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","cash",3,"7.38","5.65",0,"Particulier","V021"
1200,"2024-04-26","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Cash",1,"2.12","1.57",10,"","V001"
1201,"30/11/2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","carte",6,"2.95","1.68",NULL,"Corporate","V037"
1202,"2024-07-30","LIM","Kawa Market – Limete","HYGIENE","Dentifrice 100ml","Momo",2,"1.95","1.40",10,"Corporate","V031"
1203,"06/02/2024","MAS","Kawa Market – Masina","EPICERIE","Riz 5kg","CASH",9,"7.31","4.54",NULL,"Corporate","V005"
1204,"2024-07-03","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","Mobile Money",7,"2.35","1.46",0,"","V003"
1205,"2024-05-08","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","Carte",3,"1.61","0.92",NULL,"","V026"
1206,"2024-08-15","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","",10,"5.34","2.80",5,"","V014"
1207,"2024-06-19","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","carte",5,"6.92","4.84",10,"Particulier","V015"
1208,"17/07/2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","CASH",5,"2.26","1.43",5,"Particulier","V012"
1209,"2024-04-29","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Carte bancaire",1,"2.73","1.91",0,"","V021"
1210,"06/01/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","CASH",2,"1.34","1.02",0,"","V038"
1211,"24/05/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",3,"5.85","3.89",0,"","V002"
1212,"2024-07-20","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","mobile money",1,"1.21","0.93",0,"Particulier","V018"
1213,"16 septembre 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","cash",5,"7.01","5.42",0,"","V040"
1214,"2024-05-04","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","",6,"1.86","0.95",5,"","V037"
1215,"07/10/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","Carte",8,"1.42","1.04",0,"","V033"
1216,"05/12/2024","KIN","Kawa Market – Kintambo","EPICERIE","Huile végétale 1L","carte",6,"8.90","4.50",5,"","V030"
1217,"21/04/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","CASH",4,"9.88","5.87",0,"","V012"
1218,"17/11/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Cash",4,"1.58","1.20",0,"Particulier","V003"
1219,"2024-01-24","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","Carte",4,"4.06","3.11",0,"Particulier","V025"
1220,"24 mai 2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","carte",9,"1.57","1.19",0,"Particulier","V011"
1221,"24/01/2024","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","Cash",12,"0.77","0.47",10,"Corporate","V005"
1222,"05/03/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","Mobile Money",4,"6.85","4.56",0,"Corporate","V028"
1223,"04/12/2024","GOM","Kawa Market – Gombe","EPICERIE","Riz 5kg","carte",8,"7.78","5.49",10,"Particulier","V028"
1224,"19 juin 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé noir sachets","carte",8,"6.76","4.33",NULL,"Particulier","V025"
1225,"22/06/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Carte bancaire",2,"2.42","1.48",0,"","V012"
1226,"28 janvier 2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","cash",8,"1.07","0.55",10,"Corporate","V040"
1227,"10 mars 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé noir sachets","CASH",5,"5.95","3.47",0,"Corporate","V034"
1228,"22 octobre 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","Carte bancaire",12,"1.44","0.73",0,"Corporate","V004"
1229,"7 mars 2024","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","cash",2,"1.03","0.74",0,"Corporate","V033"
1230,"10/04/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","carte",4,"7.74","4.89",5,"","V026"
1231,"6 février 2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Carte bancaire",7,"2.21","1.64",NULL,"Particulier","V031"
1232,"25 octobre 2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","CASH",4,"1.76","1.27",0,"Particulier","V040"
1233,"13/04/2024","MAT","Kawa Market – Matete","FRAIS","Yaourt 125g","Carte bancaire",6,"1.46","1.12",5,"","V030"
1234,"20/07/2024","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Momo",6,"0.71","0.48",0,"","V003"
1235,"05/11/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Boisson énergisante 33cl","Mobile Money",5,"1.47","0.90",5,"Corporate","V009"
1236,"2024-02-15","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","mobile money",3,"9.36","6.75",NULL,"","V018"
1237,"21 janvier 2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","carte",2,"2.32","1.81",0,"Corporate","V020"
1238,"2024-07-13","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Cash",12,"1.95","1.55",5,"Corporate","V024"
1239,"13/04/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","cash",6,"1.77","1.17",5,"Particulier","V024"
1240,"18 juillet 2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Momo",8,"1.50","1.07",NULL,"","V022"
1241,"2024-08-29","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","carte",7,"2.90","1.51",0,"","V009"
1242,"5 janvier 2024","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","Carte bancaire",6,"1.15","0.71",0,"","V024"
1243,"02/05/2024","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","CASH",12,"6.71","3.59",0,"","V008"
1244,"29 novembre 2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","CASH",2,"0.95","0.57",0,"Corporate","V004"
1245,"23 février 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","mobile money",6,"7.68","4.17",0,"Particulier","V024"
1246,"11/06/2024","LIM","Kawa Market – Limete","EPICERIE","Huile végétale 1L","Carte bancaire",7,"9.11","5.94",5,"","V018"
1247,"11/09/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","carte",7,"1.69","1.29",0,"Corporate","V029"
1248,"27/07/2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","CASH",1,"2.08","1.07",NULL,"","V010"
1249,"2024-07-07","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Cash",1,"3.72","2.40",NULL,"Corporate","V009"
1250,"09/04/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","cash",12,"7.17","5.24",0,"","V034"
1251,"18/01/2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","Carte",6,"1.56","1.02",5,"Corporate","V002"
1252,"2024-05-06","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","Carte",11,"2.21","1.71",0,"Corporate","V010"
1253,"7 avril 2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","CASH",6,"3.49","2.47",0,"","V015"
1254,"2024-01-18","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","Carte",1,"6.05","3.73",5,"","V033"
1255,"2024-01-08","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","CASH",11,"1.77","1.32",10,"Corporate","V036"
