id_transaction,date_vente,code_magasin,nom_magasin,categorie,nom_produit,mode_paiement,quantite,prix_unitaire,cout_unitaire,reduction,type_client,code_vendeur,ca,marge_brute
6845,2024-02-02,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,2,7.27,4.14,,Corporate,V027,14.54,6.26
5724,2024-02-02,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Cash,8,2.65,1.65,,Particulier,V031,21.2,8.0
7504,2024-02-02,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Mobile Money,10,2.98,2.35,0,Corporate,V018,29.8,6.299999999999999
1444,2024-02-02,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Mobile Money,6,0.64,0.36,0,,V038,3.84,1.6800000000000002
6358,2024-02-02,NGA,Kawa Market – Ngaliema,HYGIENE,Dentifrice 100ml,Cash,8,3.4,1.9,0,Particulier,V029,27.2,12.0
7663,2024-02-02,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,2,5.15,3.92,10,Particulier,V005,10.3,2.460000000000001
3776,2024-02-02,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Carte,7,0.89,0.61,10,,V023,6.23,1.9600000000000002
3939,2024-02-02,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Mobile Money,6,2.65,1.71,0,,V006,15.899999999999999,5.64
4795,2024-02-03,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Mobile Money,1,1.71,1.06,0,Corporate,V035,1.71,0.6499999999999999
806,2024-02-03,LIM,Kawa Market – Limete,HYGIENE,Dentifrice 100ml,Mobile Money,11,2.61,2.08,0,,V033,28.709999999999997,5.829999999999998
1668,2024-02-03,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,9,1.02,0.57,0,Particulier,V038,9.18,4.050000000000001
1888,2024-02-03,NGA,Kawa Market – Ngaliema,EPICERIE,Sucre 1kg,Cash,7,3.02,2.31,5,,V009,21.14,4.97
1340,2024-02-03,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Cash,10,1.36,1.04,,,V017,13.600000000000001,3.2000000000000006
1758,2024-02-03,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,3,5.2,3.11,0,Particulier,V033,15.600000000000001,6.270000000000001
267,2024-02-03,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Carte,2,1.01,0.76,,,V005,2.02,0.5
535,2024-02-03,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Cash,7,1.54,0.92,5,Corporate,V003,10.780000000000001,4.34
7581,2024-02-03,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,5,2.93,2.29,0,,V009,14.65,3.2000000000000006
7740,2024-02-03,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Mobile Money,1,1.73,1.19,,Corporate,V019,1.73,0.54
6197,2024-02-04,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Cash,10,1.4,0.79,5,,V017,14.0,6.099999999999999
5081,2024-02-04,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé noir sachets,Mobile Money,9,7.71,5.36,,Corporate,V033,69.39,21.15
2306,2024-02-04,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café moulu 500g,Cash,1,5.96,3.42,5,Corporate,V004,5.96,2.54
3293,2024-02-04,NGA,Kawa Market – Ngaliema,EPICERIE,Haricots 1kg,Mobile Money,12,9.1,6.61,10,,V020,109.19999999999999,29.879999999999992
1521,2024-02-04,LIM,Kawa Market – Limete,AUTRES,Pile AA (pack 4),Mobile Money,2,1.29,0.67,10,,V037,2.58,1.24
5949,2024-02-04,GOM,Kawa Market – Gombe,AUTRES,Pile AA (pack 4),Cash,10,0.79,0.53,5,,V001,7.9,2.6
1492,2024-02-04,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,10,6.9,5.4,0,Corporate,V003,69.0,15.0
5653,2024-02-04,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Mobile Money,1,2.36,1.88,,Particulier,V017,2.36,0.48
1877,2024-02-04,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Carte,11,3.53,1.84,0,,V027,38.83,18.589999999999996
4320,2024-02-04,KIN,Kawa Market – Kintambo,EPICERIE,Huile végétale 1L,Mobile Money,4,9.27,7.08,,Corporate,V022,37.08,8.759999999999998
7960,2024-02-04,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Mobile Money,7,1.14,0.6,0,Corporate,V009,7.9799999999999995,3.7799999999999994
3540,2024-02-04,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Cash,7,2.26,1.59,,,V012,15.819999999999999,4.689999999999998
2980,2024-02-04,GOM,Kawa Market – Gombe,BOISSONS,Boisson énergisante 33cl,Mobile Money,10,1.52,1.06,,,V040,15.2,4.6
3480,2024-02-04,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Mobile Money,5,2.25,1.3,5,Corporate,V040,11.25,4.75
6903,2024-02-05,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Cash,8,1.86,1.35,0,,V031,14.88,4.08
3283,2024-02-05,NGA,Kawa Market – Ngaliema,BOISSONS,Soda 50cl,Carte,9,1.91,1.06,0,,V019,17.189999999999998,7.649999999999999
7698,2024-02-05,LIM,Kawa Market – Limete,EPICERIE,Huile végétale 1L,Mobile Money,6,5.24,2.89,0,Corporate,V034,31.44,14.100000000000001
4585,2024-02-05,NGA,Kawa Market – Ngaliema,BOISSONS,"Eau 1,5L",Carte,7,0.68,0.46,,Particulier,V028,4.760000000000001,1.5400000000000003
1783,2024-02-05,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Carte,6,1.74,0.91,10,,V021,10.44,4.9799999999999995
875,2024-02-05,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Cash,4,2.94,1.56,,Corporate,V039,11.76,5.52
6072,2024-02-05,MAT,Kawa Market – Matete,BOISSONS,Soda 50cl,Cash,9,1.33,1.05,,,V024,11.97,2.5200000000000005
6112,2024-02-05,LIM,Kawa Market – Limete,EPICERIE,Sucre 1kg,Carte,5,6.79,4.9,,,V039,33.95,9.45
627,2024-02-05,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Mobile Money,7,0.66,0.43,,,V039,4.62,1.6100000000000003
4908,2024-02-05,KIN,Kawa Market – Kintambo,EPICERIE,Sucre 1kg,Carte,7,9.16,6.99,5,Corporate,V017,64.12,15.19
6952,2024-02-05,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé citron 25 sachets,Cash,7,5.37,3.55,,,V001,37.59,12.740000000000002
1388,2024-02-05,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Cash,4,2.47,1.5,0,,V020,9.88,3.880000000000001
7301,2024-02-05,NGA,Kawa Market – Ngaliema,BOISSONS,"Eau 1,5L",Carte,4,0.69,0.48,10,Particulier,V020,2.76,0.8399999999999999
6927,2024-02-05,KIN,Kawa Market – Kintambo,BOISSONS,Boisson énergisante 33cl,Cash,5,1.2,0.71,10,Particulier,V027,6.0,2.45
7549,2024-02-05,NGA,Kawa Market – Ngaliema,EPICERIE,Huile végétale 1L,Cash,12,9.54,7.48,0,,V036,114.47999999999999,24.719999999999985
7543,2024-02-05,MAT,Kawa Market – Matete,BOISSONS,Boisson énergisante 33cl,Cash,7,1.94,1.32,0,Particulier,V031,13.58,4.339999999999999
4357,2024-02-05,KIN,Kawa Market – Kintambo,BOISSONS,Jus naturel 1L,Carte,4,1.88,1.15,0,Particulier,V024,7.52,2.92
3090,2024-02-05,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Carte,3,2.55,1.42,,,V032,7.6499999999999995,3.3899999999999997
2900,2024-02-05,MAS,Kawa Market – Masina,EPICERIE,Riz 5kg,Cash,4,9.82,6.23,0,,V036,39.28,14.36
7459,2024-02-06,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Mobile Money,9,0.42,0.3,0,Particulier,V004,3.78,1.08
1759,2024-02-06,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Mobile Money,10,0.9,0.65,10,Corporate,V003,9.0,2.5
1589,2024-02-06,MAS,Kawa Market – Masina,BOISSONS,Soda 50cl,Cash,1,0.58,0.32,0,,V022,0.58,0.25999999999999995
5813,2024-02-06,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café moulu 500g,Carte,12,5.06,3.95,0,Particulier,V032,60.72,13.319999999999993
1203,2024-02-06,MAS,Kawa Market – Masina,EPICERIE,Riz 5kg,Cash,9,7.31,4.54,,Corporate,V005,65.78999999999999,24.929999999999996
852,2024-02-06,MAS,Kawa Market – Masina,BOISSONS,Boisson énergisante 33cl,Autre,12,1.38,0.97,0,,V010,16.56,4.919999999999999
3391,2024-02-06,KIN,Kawa Market – Kintambo,EPICERIE,Haricots 1kg,Carte,8,2.43,1.78,0,,V035,19.44,5.200000000000001
3082,2024-02-06,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Cash,12,4.53,2.89,0,Corporate,V005,54.36,19.68
957,2024-02-06,NGA,Kawa Market – Ngaliema,BOISSONS,Soda 50cl,Cash,9,1.98,1.03,0,Corporate,V027,17.82,8.549999999999999
5765,2024-02-06,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Carte,5,7.45,5.67,5,Particulier,V007,37.25,8.900000000000002
4014,2024-02-06,NGA,Kawa Market – Ngaliema,FRAIS,Yaourt 125g,Cash,4,1.65,0.91,5,Particulier,V025,6.6,2.9599999999999995
6873,2024-02-06,MAT,Kawa Market – Matete,BOISSONS,"Eau 1,5L",Mobile Money,11,1.06,0.81,0,Corporate,V038,11.66,2.75
4797,2024-02-07,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Mobile Money,2,2.53,1.66,0,,V022,5.06,1.7399999999999998
120,2024-02-07,KIN,Kawa Market – Kintambo,FRAIS,Fromage local 200g,Mobile Money,11,1.99,1.07,0,,V024,21.89,10.12
6205,2024-02-07,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Mobile Money,2,0.58,0.36,0,,V017,1.16,0.43999999999999995
1191,2024-02-07,GOM,Kawa Market – Gombe,EPICERIE,Sucre 1kg,Cash,8,8.75,5.87,5,Particulier,V039,70.0,23.04
6776,2024-02-07,MAT,Kawa Market – Matete,EPICERIE,Riz 5kg,Mobile Money,8,6.9,4.3,0,,V028,55.2,20.800000000000004
650,2024-02-07,MAT,Kawa Market – Matete,FRAIS,Fromage local 200g,Cash,8,1.62,1.07,5,Particulier,V006,12.96,4.4
4720,2024-02-07,KIN,Kawa Market – Kintambo,BOISSONS,"Eau 1,5L",Mobile Money,3,1.76,0.93,5,,V014,5.28,2.4899999999999998
2653,2024-02-07,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Mobile Money,11,1.41,0.76,5,,V001,15.51,7.149999999999999
4423,2024-02-07,GOM,Kawa Market – Gombe,FRAIS,Fromage local 200g,Carte,12,2.44,1.74,0,Particulier,V032,29.28,8.399999999999999
6913,2024-02-07,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,1,2.17,1.35,0,,V022,2.17,0.8199999999999998
6417,2024-02-07,NGA,Kawa Market – Ngaliema,EPICERIE,Haricots 1kg,Carte,1,2.64,1.63,0,Particulier,V019,2.64,1.0100000000000002
4890,2024-02-07,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé noir sachets,Mobile Money,1,6.11,4.16,0,,V016,6.11,1.9500000000000002
5872,2024-02-07,KIN,Kawa Market – Kintambo,EPICERIE,Haricots 1kg,Cash,2,7.05,4.3,0,Corporate,V007,14.1,5.5
1923,2024-02-07,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café moulu 500g,Mobile Money,7,6.53,4.86,0,Particulier,V039,45.71,11.69
2125,2024-02-07,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Cash,2,0.71,0.45,,Particulier,V035,1.42,0.5199999999999999
1944,2024-02-07,GOM,Kawa Market – Gombe,HYGIENE,Dentifrice 100ml,Autre,5,3.26,2.58,,Particulier,V009,16.299999999999997,3.3999999999999986
393,2024-02-07,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Mobile Money,8,0.87,0.6,0,,V018,6.96,2.16
3584,2024-02-07,GOM,Kawa Market – Gombe,HYGIENE,Dentifrice 100ml,Cash,1,3.86,1.98,0,Corporate,V009,3.86,1.88
1041,2024-02-07,KIN,Kawa Market – Kintambo,HYGIENE,Savon de toilette,Mobile Money,9,0.83,0.48,10,Corporate,V012,7.47,3.15
1946,2024-02-07,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Carte,8,2.19,1.72,5,Corporate,V027,17.52,3.76
3517,2024-02-07,MAT,Kawa Market – Matete,EPICERIE,Huile végétale 1L,Carte,7,8.58,5.0,5,Particulier,V013,60.06,25.060000000000002
2273,2024-02-07,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Cash,8,2.51,1.36,0,Corporate,V028,20.08,9.199999999999998
7235,2024-02-08,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,1,2.63,2.08,0,,V032,2.63,0.5499999999999998
3545,2024-02-08,GOM,Kawa Market – Gombe,EPICERIE,Sucre 1kg,Cash,8,6.26,4.42,0,,V029,50.08,14.719999999999999
6559,2024-02-08,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,11,7.74,5.09,,Corporate,V034,85.14,29.150000000000006
679,2024-02-08,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Mobile Money,3,2.81,1.9,0,Corporate,V021,8.43,2.7300000000000004
6602,2024-02-08,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Carte,10,2.72,1.6,0,Particulier,V001,27.200000000000003,11.200000000000001
3102,2024-02-08,LIM,Kawa Market – Limete,EPICERIE,Sucre 1kg,Mobile Money,10,9.47,6.15,10,Particulier,V011,94.7,33.2
3396,2024-02-08,MAT,Kawa Market – Matete,HYGIENE,Papier hygiénique 4 rouleaux,Carte,5,3.05,2.41,,Corporate,V007,15.25,3.1999999999999984
5607,2024-02-08,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Cash,8,2.4,1.56,0,Particulier,V009,19.2,6.719999999999999
3262,2024-02-08,MAT,Kawa Market – Matete,EPICERIE,Haricots 1kg,Mobile Money,4,8.04,5.86,,Corporate,V023,32.16,8.719999999999995
199,2024-02-08,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Cash,3,2.07,1.23,0,,V014,6.209999999999999,2.5199999999999996
5744,2024-02-08,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Cash,9,2.06,1.57,5,,V026,18.54,4.41
15,2024-02-08,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Carte,1,7.88,6.13,0,Corporate,V027,7.88,1.75
5012,2024-02-08,KIN,Kawa Market – Kintambo,EPICERIE,Sucre 1kg,Cash,2,6.72,3.62,5,,V008,13.44,6.199999999999999
6481,2024-02-08,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Cash,8,0.56,0.32,5,Particulier,V022,4.48,1.9200000000000004
2228,2024-02-08,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,12,6.4,4.76,0,,V013,76.80000000000001,19.680000000000007
4706,2024-02-08,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Carte,3,2.14,1.41,0,Corporate,V021,6.42,2.1900000000000004
4643,2024-02-08,KIN,Kawa Market – Kintambo,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,10,2.78,1.45,0,Particulier,V003,27.799999999999997,13.299999999999999
4553,2024-02-09,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Mobile Money,3,3.57,2.04,0,Corporate,V025,10.709999999999999,4.59
5892,2024-02-09,NGA,Kawa Market – Ngaliema,BOISSONS,Soda 50cl,Mobile Money,5,1.62,0.97,0,Corporate,V007,8.100000000000001,3.250000000000001
6403,2024-02-09,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Cash,4,2.89,1.87,0,Particulier,V007,11.56,4.08
1460,2024-02-09,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Mobile Money,6,1.69,1.1,5,,V029,10.14,3.539999999999999
7577,2024-02-09,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Cash,6,1.31,0.75,5,Corporate,V015,7.86,3.3600000000000003
6848,2024-02-09,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Mobile Money,4,1.02,0.6,0,,V035,4.08,1.6800000000000002
5827,2024-02-09,MAS,Kawa Market – Masina,BOISSONS,Soda 50cl,Cash,12,2.0,1.32,0,Corporate,V031,24.0,8.16
1578,2024-02-09,LIM,Kawa Market – Limete,EPICERIE,Sucre 1kg,Cash,3,8.49,6.59,0,Corporate,V009,25.47,5.700000000000001
7789,2024-02-09,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Mobile Money,7,0.94,0.69,5,Corporate,V018,6.58,1.75
5630,2024-02-09,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Carte,9,0.75,0.49,0,,V011,6.75,2.34
7975,2024-02-09,NGA,Kawa Market – Ngaliema,FRAIS,Fromage local 200g,Cash,4,2.3,1.58,10,,V005,9.2,2.879999999999999
474,2024-02-09,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Mobile Money,5,2.2,1.55,5,,V038,11.0,3.250000000000001
5517,2024-02-09,LIM,Kawa Market – Limete,FRAIS,Lait frais 1L,Mobile Money,12,2.56,1.59,0,,V004,30.72,11.64
951,2024-02-09,MAT,Kawa Market – Matete,FRAIS,Yaourt 125g,Cash,12,2.5,1.93,5,Particulier,V020,30.0,6.840000000000001
85,2024-02-09,KIN,Kawa Market – Kintambo,FRAIS,Fromage local 200g,Mobile Money,11,1.49,0.8,0,,V011,16.39,7.59
7124,2024-02-09,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Cash,12,2.91,1.9,10,Corporate,V036,34.92,12.120000000000003
7182,2024-02-09,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Mobile Money,1,1.43,0.87,0,,V038,1.43,0.5599999999999999
4192,2024-02-10,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Carte,12,1.38,0.86,0,Particulier,V015,16.56,6.239999999999998
325,2024-02-10,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé noir sachets,Carte,7,7.29,5.38,0,,V034,51.03,13.370000000000001
2172,2024-02-10,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Mobile Money,5,2.66,1.85,,Corporate,V017,13.3,4.050000000000001
7439,2024-02-10,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Mobile Money,7,1.79,1.32,10,,V029,12.530000000000001,3.29
6662,2024-02-10,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Cash,9,2.46,1.87,0,Particulier,V015,22.14,5.309999999999999
638,2024-02-10,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé citron 25 sachets,Cash,8,6.97,5.05,,,V031,55.76,15.36
5060,2024-02-10,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Mobile Money,2,1.73,1.03,10,Corporate,V026,3.46,1.4
5343,2024-02-10,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé citron 25 sachets,Cash,9,6.27,3.37,0,Corporate,V008,56.42999999999999,26.099999999999994
6273,2024-02-10,MAT,Kawa Market – Matete,BOISSONS,Boisson énergisante 33cl,Carte,4,0.61,0.33,0,Corporate,V040,2.44,1.1199999999999999
106,2024-02-10,NGA,Kawa Market – Ngaliema,EPICERIE,Huile végétale 1L,Mobile Money,12,5.41,3.82,0,,V003,64.92,19.080000000000005
722,2024-02-10,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Mobile Money,9,1.24,0.76,0,Particulier,V016,11.16,4.32
3345,2024-02-10,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Carte,3,1.24,0.75,10,,V011,3.7199999999999998,1.47
6371,2024-02-10,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Mobile Money,5,2.29,1.74,0,Corporate,V026,11.45,2.75
6364,2024-02-10,MAT,Kawa Market – Matete,FRAIS,Yaourt 125g,Carte,3,1.58,1.22,0,Corporate,V004,4.74,1.0800000000000003
6046,2024-02-11,KIN,Kawa Market – Kintambo,BOISSONS,Boisson énergisante 33cl,Carte,1,1.68,0.92,5,,V020,1.68,0.7599999999999999
6234,2024-02-11,KIN,Kawa Market – Kintambo,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,1,1.2,0.7,10,Particulier,V030,1.2,0.5
7178,2024-02-11,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Carte,11,1.25,0.79,,Particulier,V010,13.75,5.06
3892,2024-02-11,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Cash,6,2.67,1.49,,Corporate,V001,16.02,7.08
6282,2024-02-11,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,3,6.45,4.62,0,,V013,19.35,5.49
6746,2024-02-11,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Carte,10,1.02,0.61,0,Corporate,V018,10.2,4.1000000000000005
6128,2024-02-11,MAT,Kawa Market – Matete,EPICERIE,Huile végétale 1L,Carte,6,7.89,5.46,,,V012,47.339999999999996,14.579999999999998
5253,2024-02-11,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Carte,2,2.78,1.56,0,,V010,5.56,2.4399999999999995
3544,2024-02-11,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café Arabica 250g,Cash,10,7.26,5.35,0,Corporate,V036,72.6,19.1
5988,2024-02-11,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Carte,4,1.51,1.17,5,,V010,6.04,1.3600000000000003
2674,2024-02-12,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café Arabica 250g,Carte,4,7.96,6.17,0,Corporate,V001,31.84,7.16
2401,2024-02-12,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Cash,8,3.28,2.37,5,Corporate,V039,26.24,7.279999999999998
4866,2024-02-12,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé noir sachets,Mobile Money,6,4.57,2.71,,,V023,27.42,11.160000000000002
456,2024-02-12,KIN,Kawa Market – Kintambo,EPICERIE,Riz 5kg,Mobile Money,11,7.26,3.83,,Corporate,V016,79.86,37.73
3363,2024-02-12,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,6,1.21,0.62,5,Corporate,V007,7.26,3.54
1892,2024-02-12,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Cash,7,3.19,1.75,0,,V016,22.33,10.08
4702,2024-02-12,GOM,Kawa Market – Gombe,EPICERIE,Huile végétale 1L,Carte,5,7.2,3.75,0,,V008,36.0,17.25
4669,2024-02-12,KIN,Kawa Market – Kintambo,FRAIS,Yaourt 125g,Cash,11,1.91,1.06,10,,V040,21.009999999999998,9.349999999999998
2648,2024-02-12,MAS,Kawa Market – Masina,FRAIS,Yaourt 125g,Mobile Money,1,2.61,1.51,0,,V012,2.61,1.0999999999999999
1796,2024-02-12,NGA,Kawa Market – Ngaliema,EPICERIE,Huile végétale 1L,Cash,2,4.57,2.34,0,,V019,9.14,4.460000000000001
1147,2024-02-12,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Cash,2,2.94,2.32,,,V033,5.88,1.2400000000000002
3802,2024-02-12,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Cash,8,1.71,0.88,10,Corporate,V001,13.68,6.64
7772,2024-02-12,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,7,7.65,4.18,0,,V023,53.550000000000004,24.290000000000006
2858,2024-02-12,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,6,1.97,1.34,0,Corporate,V020,11.82,3.7799999999999994
2988,2024-02-12,KIN,Kawa Market – Kintambo,HYGIENE,Papier hygiénique 4 rouleaux,Carte,11,1.26,0.94,5,,V035,13.86,3.5200000000000005
6804,2024-02-13,MAS,Kawa Market – Masina,EPICERIE,Haricots 1kg,Cash,12,4.86,2.76,,,V028,58.32000000000001,25.200000000000006
7979,2024-02-13,GOM,Kawa Market – Gombe,BOISSONS,Boisson énergisante 33cl,Cash,3,0.74,0.42,,,V023,2.2199999999999998,0.96
3636,2024-02-13,MAT,Kawa Market – Matete,BOISSONS,Soda 50cl,Cash,12,0.99,0.53,,Corporate,V024,11.879999999999999,5.52
3789,2024-02-13,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Mobile Money,6,1.21,0.72,10,Corporate,V031,7.26,2.94
2704,2024-02-13,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café Arabica 250g,Carte,2,4.96,2.79,0,,V031,9.92,4.34
3561,2024-02-13,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Carte,12,6.17,4.25,10,,V040,74.03999999999999,23.04
6539,2024-02-13,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Cash,1,1.8,1.06,10,,V014,1.8,0.74
1292,2024-02-13,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé citron 25 sachets,Carte,4,6.79,5.4,10,,V040,27.16,5.559999999999999
1132,2024-02-13,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Mobile Money,3,0.94,0.55,,Particulier,V022,2.82,1.1699999999999997
902,2024-02-13,GOM,Kawa Market – Gombe,BOISSONS,Soda 50cl,Carte,11,1.09,0.59,,Corporate,V021,11.99,5.500000000000001
4009,2024-02-13,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Carte,3,0.63,0.43,5,,V035,1.8900000000000001,0.6000000000000001
6276,2024-02-13,GOM,Kawa Market – Gombe,EPICERIE,Sucre 1kg,Mobile Money,5,5.24,3.36,0,Corporate,V039,26.200000000000003,9.400000000000002
7969,2024-02-13,KIN,Kawa Market – Kintambo,BOISSONS,"Eau 1,5L",Carte,6,0.74,0.58,10,,V038,4.4399999999999995,0.9600000000000002
1280,2024-02-13,LIM,Kawa Market – Limete,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,4,1.54,0.85,5,Corporate,V009,6.16,2.7600000000000002
168,2024-02-13,NGA,Kawa Market – Ngaliema,BOISSONS,Jus naturel 1L,Mobile Money,8,1.68,1.1,0,,V007,13.44,4.639999999999999
6349,2024-02-14,GOM,Kawa Market – Gombe,HYGIENE,Dentifrice 100ml,Carte,4,2.18,1.18,0,Corporate,V015,8.72,4.000000000000001
6173,2024-02-14,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café moulu 500g,Mobile Money,11,4.95,3.23,5,Corporate,V031,54.45,18.92
7395,2024-02-14,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Cash,3,2.6,1.54,5,,V020,7.800000000000001,3.18
2662,2024-02-14,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café Arabica 250g,Carte,7,4.05,2.54,0,Corporate,V025,28.349999999999998,10.569999999999999
1974,2024-02-14,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,10,2.13,1.67,0,,V011,21.299999999999997,4.6
